L1,L2,L3,L4,L5,L6,Name,Display Code,UOM,Sub Reporting?,Account Description,L2 Description,Core,Core Extentension,WBS,P6 Cost Account,G/L,Cost Type PC,Cost Type Spectrum,Cost Category,Discipline,Cost Code,Description,Column1,Column2
026,25,25,20,00,D,"Trenches, pits and sumps details <Deliv.>",026-25-2520-00-D,HR,Firewater Network Layout & Hydrant/Monitor Locations <Deliv.>,Detailed Engineering (Class 2-1),Safety / Loss Prevention,,,Civil / Structural,100,,,026-25-25,25,,02625252000D,"Engineering discipline covering site preparation, foundations, structural steel, concrete, paving, drainage, and underground services design.",,
026,25,25,25,00,D,"Underground networks: drainage, oily water, sewer  <Deliv.>",026-25-2525-00-D,HR,Fire & Gas Detector Layout and Coverage Assessment <Deliv.>,Detailed Engineering (Class 2-1),Safety / Loss Prevention,,,Civil / Structural,100,,,026-25-25,25,,02625252500D,"Foundational design documents establishing the governing criteria, assumptions, operating conditions, and design philosophy for the discipline.",,
026,25,25,30,00,D,Structural GA Drawings <Deliv.>,026-25-2530-00-D,HR,Safety Equipment Layout <Deliv.>,Detailed Engineering (Class 2-1),Safety / Loss Prevention,,,Civil / Structural,100,,,026-25-25,25,,02625253000D,"The confirmed design loads—including dead, live, wind, seismic, and process loads—used as input for all structural and foundation design.",,
026,25,25,35,00,D,Foundation Drawings <Deliv.>,026-25-2535-00-D,HR,Escape Route & Muster Area Drawings <Deliv.>,Detailed Engineering (Class 2-1),Safety / Loss Prevention,,,Civil / Structural,100,,,026-25-25,25,,02625253500D,"Engineering calculations and technical studies performed to size equipment, verify designs, and confirm compliance with design criteria.",,
026,25,25,40,00,D,Structural Drawings <Deliv.>,026-25-2540-00-D,HR,Environmental,Detailed Engineering (Class 2-1),Environmental,,,Civil / Structural,100,,,026-25-25,25,,02625254000D,"Structural calculations determining the type, size, depth, and reinforcement of foundations for all equipment and structures.",,
026,25,25,45,00,D,Detail Drawings <Deliv.>,026-25-2545-00-D,HR,Design Basis / Narratives,Detailed Engineering (Class 2-1),Environmental,,,Civil / Structural,100,,,026-25-25,25,,02625254500D,Finite element models and calculation reports confirming the adequacy of structural steel members and connections under all load cases.,,
026,25,25,50,00,D,Anchor Bolt Plans & Templates <Deliv.>,026-25-2550-00-D,HR,Environmental Management Plan <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Civil / Structural,100,,,026-25-25,25,,02625255000D,"Calculations verifying structural integrity under blast overpressure, thermal exposure, and fireproofing load conditions.",,
026,25,25,55,00,D,MTOs Earthwork / Concrete / Structural Steel <Deliv.>,026-25-2555-00-D,HR,Final Environmental Criteria & Permit Conditions <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Civil / Structural,100,,,026-25-25,25,,02625255500D,"Final hydrological and hydraulic calculations for stormwater drainage systems, confirming capacity and compliance.",,
026,30,00,00,00,D,Mechanical Engineering,026-30-0000-00-D,HR,Calculations / Studies,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-00,00,,02630000000D,"Final foundation design documents specifying geometry, material, reinforcement, and installation requirements for all foundations.",,
026,30,10,00,00,D,Design Basis / Narratives,026-30-1000-00-D,HR,Spill Prevention & Response Plan <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-10,10,,02630100000D,Structural design of individual steel members and connection details to resist all applicable load combinations.,,
026,30,10,10,00,D,Final Equipment Criteria <Deliv.>,026-30-1010-00-D,HR,GHG/Energy Assessments <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-10,10,,02630101000D,"Design of road and paving surfaces including thickness, materials, and drainage to meet traffic loading and environmental requirements.",,
026,30,10,20,00,D,Equipment Lifting & Handling Procedures <Deliv.>,026-30-1020-00-D,LS,Hydrology/Hydraulics for Stormwater <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-10,10,,02630102000D,"Design of retaining walls, embankments, and earth-retaining structures including stability analysis and drainage provisions.",,
026,30,10,30,00,D,Equipment Inspection & Test Plans <Deliv.>,026-30-1030-00-D,HR,Water Quality Mass Balances <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-10,10,,02630103000D,"Analytical models used to assess structural behavior, verify load paths, and confirm member and connection adequacy.",,
026,30,15,00,00,D,Calculations / Studies,026-30-1500-00-D,HR,Data & Lists,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630150000D,"Design of temporary structures and works required during construction, including falsework, shoring, and excavation support.",,
026,30,15,10,00,D,Rotating Equipment Seal/Flush Plans <Deliv.>,026-30-1510-00-D,HR,Noise/Vibration Compliance Design Inputs <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630151000D,"Structured data documents, registers, and lists produced by the engineering discipline as reference and construction inputs.",,
026,30,15,20,00,D,Rotating Equipment Torsional and Lateral Vibration Analyses <Deliv.>,026-30-1520-00-D,HR,Drawings / MTOs,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630152000D,"Detailed reinforcement schedules and bending lists defining bar sizes, shapes, lengths, and quantities for all reinforced concrete elements.",,
026,30,15,30,00,D,Rotating Equipment Nozzle Load Compliance Report <Deliv.>,026-30-1530-00-D,HR,Environmental Monitoring Plan <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630153000D,"Drawings, diagrams, and material take-offs produced by the engineering discipline for design review and construction use.",,
026,30,15,40,00,D,Static Equipment Tank Design Calculations <Deliv.>,026-30-1540-00-D,HR,Final SWPPP & Erosion & Sediment Control Drawings <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630154000D,"Plans defining site earthwork quantities, cut and fill operations, and final grading contours to achieve design elevations and drainage.",,
026,30,15,50,00,D,Static Equipment Nozzle Load Checks <Deliv.>,026-30-1550-00-D,HR,Permit Application Packages and Responses <Deliv.>,Detailed Engineering (Class 2-1),Environmental,,,Mechanical,100,,,026-30-15,15,,02630155000D,"Construction details for roads, paved areas, and access routes including surface materials, sub-base, and drainage design.",,
026,30,20,00,00,D,Data & Lists,026-30-2000-00-D,HR,Civil / Structural Engineering,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-20,20,,02630200000D,"Construction details for cable trenches, equipment pits, and drainage sumps including dimensions, materials, and covers.",,
026,30,20,10,00,D,Rotating Equipment Pump/Compressor Datasheets <Deliv.>,026-30-2010-00-D,HR,Design Basis / Narratives,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-20,20,,02630201000D,"Design drawings and specifications for underground drainage, oily water, and sanitary sewer networks.",,
026,30,20,20,00,D,Rotating Equipment Performance Curves <Deliv.>,026-30-2020-00-D,HR,Final Design Loads <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-20,20,,02630202000D,"General arrangement drawings showing the overall geometry, gridlines, and key dimensions of structural elements.",,
026,30,20,30,00,D,Static Equipment Vessel/Tank Datasheets <Deliv.>,026-30-2030-00-D,HR,Calculations / Studies,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-20,20,,02630203000D,"Construction drawings defining foundation layout, geometry, reinforcement, and anchor bolt patterns for all structures and equipment.",,
026,30,20,40,00,D,Static Equipment Heat Exchanger Mechanical Design & TEMA Sheets <Deliv.>,026-30-2040-00-D,HR,Foundation Design Calculations <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-20,20,,02630204000D,"Fabrication and erection drawings for all structural steel and concrete elements, suitable for use in construction.",,
026,30,25,00,00,D,Drawings / MTOs,026-30-2500-00-D,HR,Structural Steel Analysis Models & Calc Reports <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630250000D,"Detailed construction drawings showing connection details, section cuts, and special conditions for structural elements.",,
026,30,25,10,00,D,Master Equipment List <Deliv.>,026-30-2510-00-D,HR,Blast/Thermal/Fireproofing Structural Calculations <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630251000D,"Drawings defining anchor bolt locations, patterns, and projections for all equipment and structural steel, used for foundation construction.",,
026,30,25,15,00,D,Equipment Locations Plans <Deliv.>,026-30-2515-00-D,HR,Final Stormwater Hydrology/Hydraulics <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630251500D,"Material take-offs quantifying earthwork volumes, concrete quantities, and structural steel tonnages for procurement and cost control.",,
026,30,25,20,00,D,Rotating Equipment Vendor GA Drawings Review <Deliv.>,026-30-2520-00-D,HR,Foundation Design <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630252000D,"Technical support from the mechanical engineering discipline to construction, including equipment installation guidance and inspection.",,
026,30,25,25,00,D,Rotating Equipment Baseplate & Grout Plan Details <Deliv.>,026-30-2525-00-D,HR,Member Design & Connection Design <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630252500D,"Foundational design documents establishing the governing criteria, assumptions, operating conditions, and design philosophy for the discipline.",,
026,30,25,30,00,D,Rotating Equipment Lube Oil System Design & P&IDs <Deliv.>,026-30-2530-00-D,HR,Pavement Design <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630253000D,"Final, approved technical criteria governing the design and selection of all mechanical equipment for the project.",,
026,30,25,35,00,D,Rotating Equipment Coupling Alignment & Soft-Foot Procedures <Deliv.>,026-30-2535-00-D,HR,Retaining Wall/Earth Structures <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630253500D,"Procedures defining rigging, lifting, and handling methods for major equipment during delivery, installation, and maintenance.",,
026,30,25,40,00,D,Rotating Equipment FAT/SAT Procedures <Deliv.>,026-30-2540-00-D,HR,Structural Analysis Models <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630254000D,"Plans defining inspection hold points, witness points, and factory acceptance test requirements for mechanical equipment.",,
026,30,25,45,00,D,Static Equipment Welding Procedures & Specs <Deliv.>,026-30-2545-00-D,HR,Temporary Works <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630254500D,"Engineering calculations and technical studies performed to size equipment, verify designs, and confirm compliance with design criteria.",,
026,30,25,50,00,D,Static Equipment Nameplate & Relief Device Set Pressure Confirmations <Deliv.>,026-30-2550-00-D,HR,Data & Lists,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630255000D,"Detailed plans specifying the seal system and flush plan configuration for rotating equipment, per API standards.",,
026,30,25,55,00,D,Equipment MTOs <Deliv.>,026-30-2555-00-D,HR,Rebar Schedules & Bending Lists <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,Mechanical,100,,,026-30-25,25,,02630255500D,Engineering analyses confirming that rotating equipment trains are free from harmful torsional and lateral vibration resonances.,,
026,35,00,00,00,D,HVAC / Architectural,026-35-0000-00-D,HR,Drawings / MTOs,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-00,00,,02635000000D,A report confirming that process piping nozzle loads on rotating equipment are within vendor allowable limits.,,
026,35,10,00,00,D,Design Basis / Narratives,026-35-1000-00-D,HR,Earthworks/Grading Plans <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-10,10,,02635100000D,"Mechanical design calculations for storage tanks, including shell thickness, roof design, nozzle reinforcement, and foundation loads.",,
026,35,10,10,00,D,Building Basis of Design <Deliv.>,026-35-1010-00-D,HR,"Roads, paving and access details <Deliv.>",Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-10,10,,02635101000D,Calculations confirming that nozzle loads from piping connections on static equipment are within allowable limits.,,
026,35,10,15,00,D,Final HVAC Design Criteria <Deliv.>,026-35-1015-00-D,HR,"Trenches, pits and sumps details <Deliv.>",Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-10,10,,02635101500D,"Structured data documents, registers, and lists produced by the engineering discipline as reference and construction inputs.",,
026,35,15,00,00,D,Calculations / Studies,026-35-1500-00-D,HR,"Underground networks: drainage, oily water, sewer <Deliv.>",Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635150000D,"Detailed data sheets specifying the performance, mechanical, and material requirements for all pumps and compressors.",,
026,35,15,10,00,D,Acoustical Calculations <Deliv.>,026-35-1510-00-D,HR,Structural GA Drawings <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635151000D,Vendor-supplied or specified performance curves for pumps and compressors confirming operation within the required duty range.,,
026,35,15,15,00,D,CFD for Critical Spaces/Smoke Control <Deliv.>,026-35-1515-00-D,LS,Foundation Drawings <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635151500D,"Data sheets defining the design pressure, temperature, dimensions, materials, and nozzle schedule for all vessels and tanks.",,
026,35,15,20,00,D,Duct/Hydronic Network Sizing <Deliv.>,026-35-1520-00-D,HR,Structural Drawings <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635152000D,"Mechanical design data and TEMA data sheets for heat exchangers, confirming thermal performance and mechanical design adequacy.",,
026,35,15,25,00,D,Energy Model for Code/LEED Compliance <Deliv.>,026-35-1525-00-D,HR,Detail Drawings <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635152500D,"Drawings, diagrams, and material take-offs produced by the engineering discipline for design review and construction use.",,
026,35,15,30,00,D,Final Load Calculations <Deliv.>,026-35-1530-00-D,HR,Anchor Bolt Plans & Templates <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-15,15,,02635153000D,"A comprehensive list of all project equipment items, including tag numbers, service descriptions, sizes, and procurement status.",,
026,35,20,00,00,D,Data & Lists,026-35-2000-00-D,HR,MTOs Earthwork / Concrete / Structural Steel <Deliv.>,Detailed Engineering (Class 2-1),Civil / Structural Engineering,,,HVAC / Architectural,100,,,026-35-20,20,,02635200000D,"Plans showing the physical location of all equipment within the facility, used for layout verification and construction planning.",,
026,35,20,10,00,D,AHU/FCU/Vent Equipment Datasheets <Deliv.>,026-35-2010-00-D,HR,Mechanical Engineering,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-20,20,,02635201000D,"Engineering review comments on vendor-supplied general arrangement drawings for rotating equipment, confirming compliance with requirements.",,
026,35,20,15,00,D,Ventilation/Pressurization Schematics <Deliv.>,026-35-2015-00-D,HR,Design Basis / Narratives,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-20,20,,02635201500D,"Detailed drawings specifying the baseplate configuration, anchor bolt layout, and grouting requirements for rotating equipment.",,
026,35,25,00,00,D,Drawings / MTOs,026-35-2500-00-D,HR,Final Equipment Criteria <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635250000D,"Design documents and P&IDs for lube oil systems serving rotating equipment, including reservoir, pumps, coolers, and filtration.",,
026,35,25,10,00,D,Architectural Plans/Sections/Details <Deliv.>,026-35-2510-00-D,HR,Equipment Lifting & Handling Procedures <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635251000D,Procedures defining shaft alignment methodology and soft-foot check requirements for rotating equipment installation.,,
026,35,25,15,00,D,Coordinated BIM and Clash Reports <Deliv.>,026-35-2515-00-D,HR,Equipment Inspection & Test Plans <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635251500D,"Factory and site acceptance test procedures for rotating equipment, defining test conditions, measurements, and acceptance criteria.",,
026,35,25,20,00,D,Ductwork & Hydronic Piping Drawings <Deliv.>,026-35-2520-00-D,HR,Calculations / Studies,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635252000D,Welding procedure specifications and performance qualification records for the fabrication of pressure vessels and static equipment.,,
026,35,25,25,00,D,Equipment Schedules & Air/Water Balance Lists <Deliv.>,026-35-2525-00-D,HR,Rotating Equipment Seal/Flush Plans <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635252500D,"Confirmations of nameplate data and relief device set pressures for all pressure vessels, ensuring regulatory compliance.",,
026,35,25,30,00,D,Building MTOs by Discipline <Deliv.>,026-35-2530-00-D,HR,Rotating Equipment Torsional and Lateral Vibration Analyses <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,HVAC / Architectural,100,,,026-35-25,25,,02635253000D,"Material take-offs for all mechanical equipment, used for procurement, cost control, and logistics planning.",,
026,40,00,00,00,D,Piping Design / Engineering,026-40-0000-00-D,HR,Rotating Equipment Nozzle Load Compliance Report <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-00,00,,02640000000D,Technical support from the HVAC and architectural discipline to construction activities including RFI responses and site inspections.,,
026,40,10,00,00,D,Design Basis / Narratives,026-40-1000-00-D,HR,Static Equipment Tank Design Calculations <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-10,10,,02640100000D,"Foundational design documents establishing the governing criteria, assumptions, operating conditions, and design philosophy for the discipline.",,
026,40,10,10,00,D,Final Line Classes & Design Conditions <Deliv.>,026-40-1010-00-D,HR,Static Equipment Nozzle Load Checks <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-10,10,,02640101000D,"A document establishing the design criteria, occupancy requirements, codes, and standards governing all building and HVAC design.",,
026,40,15,00,00,D,Calculations / Studies,026-40-1500-00-D,HR,Data & Lists,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-15,15,,02640150000D,"The final, approved HVAC design criteria specifying indoor design conditions, ventilation rates, and system performance requirements.",,
026,40,15,10,00,D,Piping Stress Analysis Reports <Deliv.>,026-40-1510-00-D,HR,"Underground networks: drainage, oily water, sewer <Deliv.>",Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-15,15,,02640151000D,"Engineering calculations and technical studies performed to size equipment, verify designs, and confirm compliance with design criteria.",,
026,40,15,15,00,D,Nozzle Load Reports to Equipment Disciplines <Deliv.>,026-40-1515-00-D,HR,Rotating Equipment Performance Curves <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-15,15,,02640151500D,Calculations assessing noise transmission between spaces and specifying acoustic treatments to meet occupancy and regulatory requirements.,,
026,40,15,20,00,D,Piping Material Classes & Branch Tables <Deliv.>,026-40-1520-00-D,HR,Static Equipment Vessel/Tank Datasheets <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-15,15,,02640152000D,"Computational Fluid Dynamics studies for critical spaces or smoke control systems, confirming airflow patterns and ventilation adequacy.",,
026,40,15,25,00,D,Pipe Support Design and Standard Details <Deliv.>,026-40-1525-00-D,HR,Static Equipment Heat Exchanger Mechanical Design & TEMA Sheets <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-15,15,,02640152500D,"Sizing calculations for ductwork and hydronic pipework, confirming flow rates, pressure drops, and equipment capacity.",,
026,40,20,00,00,D,Data & Lists,026-40-2000-00-D,HR,Drawings / MTOs,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640200000D,Building energy models demonstrating compliance with energy codes or LEED certification requirements.,,
026,40,20,10,00,D,Tie-in List and Tie-in Packages <Deliv.>,026-40-2010-00-D,HR,Master Equipment List <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640201000D,Final HVAC load calculations confirming heating and cooling demands for all building spaces and systems.,,
026,40,20,15,00,D,Line List <Deliv.>,026-40-2015-00-D,HR,Equipment Locations Plans <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640201500D,"Structured data documents, registers, and lists produced by the engineering discipline as reference and construction inputs.",,
026,40,20,20,00,D,Specialty Item Datasheets <Deliv.>,026-40-2020-00-D,HR,Rotating Equipment Vendor GA Drawings Review <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640202000D,"Data sheets specifying the performance, capacity, and configuration of air handling units, fan coil units, and ventilation equipment.",,
026,40,20,25,00,D,Valve List & Valve Datasheets <Deliv.>,026-40-2025-00-D,HR,Rotating Equipment Baseplate & Grout Plan Details <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640202500D,"Schematic diagrams showing ventilation supply and return paths, pressurization strategies, and damper arrangements for all building systems.",,
026,40,20,30,00,D,Spring Support/Variable/Constant Hangers Schedules <Deliv.>,026-40-2030-00-D,HR,Rotating Equipment Lube Oil System Design & P&IDs <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640203000D,"Drawings, diagrams, and material take-offs produced by the engineering discipline for design review and construction use.",,
026,40,20,35,00,D,NDE and Pressure Test Requirements <Deliv.>,026-40-2035-00-D,HR,Rotating Equipment Coupling Alignment & Soft-Foot Procedures <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640203500D,"Architectural drawings including floor plans, sections, elevations, and construction details for all buildings and structures.",,
026,40,20,40,00,D,Hydrostatic/Pneumatic Test Packs <Deliv.>,026-40-2040-00-D,HR,Rotating Equipment FAT/SAT Procedures <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-20,20,,02640204000D,BIM coordination reports documenting identified clashes between building systems and the actions taken to resolve them.,,
026,40,25,00,00,D,Drawings / MTOs,026-40-2500-00-D,HR,Static Equipment Welding Procedures & Specs <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-25,25,,02640250000D,"Construction drawings showing the routing, sizing, and support of all ductwork and hydronic piping systems.",,
026,40,25,10,00,D,"Piping GA plans, sections, details (IFC) <Deliv.>",026-40-2510-00-D,HR,Static Equipment Nameplate & Relief Device Set Pressure Confirmations <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-25,25,,02640251000D,Schedules listing all HVAC equipment with specified and as-installed airflow or water flow rates for commissioning and balance.,,
026,40,25,15,00,D,Isometric Drawings with BOM <Deliv.>,026-40-2515-00-D,LS,Equipment MTOs <Deliv.>,Detailed Engineering (Class 2-1),Mechanical Engineering,,,Piping Design / Engineering,100,,,026-40-25,25,,02640251500D,"Material take-offs for building components by discipline, used for procurement, cost estimation, and logistics planning.",,
026,40,25,20,00,D,Support Standards & Details <Deliv.>,026-40-2520-00-D,LS,HVAC / Architectural,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Piping Design / Engineering,100,,,026-40-25,25,,02640252000D,"Technical support from the piping discipline to construction, including isometric clarifications, support design, and inspection.",,
026,40,25,25,00,D,Insulation & Tracing Plans and Specifications <Deliv.>,026-40-2525-00-D,LS,Design Basis / Narratives,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Piping Design / Engineering,100,,,026-40-25,25,,02640252500D,"Foundational design documents establishing the governing criteria, assumptions, operating conditions, and design philosophy for the discipline.",,
026,40,25,30,00,D,Painting/Coating Specifications <Deliv.>,026-40-2530-00-D,LS,Building Basis of Design <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Piping Design / Engineering,100,,,026-40-25,25,,02640253000D,"Final pipe class documents defining the pressure, temperature, material, and fitting specifications for each piping service.",,
026,40,25,35,00,D,Piping MTOs <Deliv.>,026-40-2535-00-D,LS,Final HVAC Design Criteria <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Piping Design / Engineering,100,,,026-40-25,25,,02640253500D,"Engineering calculations and technical studies performed to size equipment, verify designs, and confirm compliance with design criteria.",,
026,45,00,00,00,D,Electrical Engineering,026-45-0000-00-D,LS,Calculations / Studies,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-00,00,,02645000000D,Stress analysis reports confirming that piping systems satisfy code allowable stress and deflection limits under all load cases.,,
026,45,10,00,00,D,Design Basis / Narratives,026-45-1000-00-D,LS,Acoustical Calculations <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-10,10,,02645100000D,Reports issued to mechanical and rotating equipment disciplines confirming piping nozzle loads for vendor compliance checks.,,
026,45,10,10,00,D,Final Distribution/Protection/Grounding Basis <Deliv.>,026-45-1010-00-D,LS,CFD for Critical Spaces/Smoke Control <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-10,10,,02645101000D,"Pipe material class documents specifying fittings, valves, bolting, and gaskets for all piping services, with branch table matrices.",,
026,45,10,20,00,D,Inspection & Test Plans (Electrical) <Deliv.>,026-45-1020-00-D,LS,Duct/Hydronic Network Sizing <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-10,10,,02645102000D,"Design of pipe supports and standard support details used to limit stress, control thermal movement, and control vibration.",,
026,45,15,00,00,D,Calculations / Studies,026-45-1500-00-D,LS,Energy Model for Code/LEED Compliance <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-15,15,,02645150000D,"Structured data documents, registers, and lists produced by the engineering discipline as reference and construction inputs.",,
026,45,15,10,00,D,Arc-Flash Energy Assessment <Deliv.>,026-45-1510-00-D,LS,Final Load Calculations <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-15,15,,02645151000D,"A list and construction packages defining all tie-in points to existing piping systems, including isolation, sequence, and safety requirements.",,
026,45,15,15,00,D,Harmonics & Load Flow <Deliv.>,026-45-1515-00-D,LS,Data & Lists,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-15,15,,02645151500D,"A comprehensive list of all process and utility lines including design pressure, temperature, pipe class, fluid service, and insulation requirements.",,
026,45,15,20,00,D,Short-Circuit & Protective Device Coordination <Deliv.>,026-45-1520-00-D,LS,AHU/FCU/Vent Equipment Datasheets <Deliv.>,Detailed Engineering (Class 2-1),HVAC / Architectural,,,Electrical,100,,,026-45-15,15,,02645152000D,"Data sheets for specialty piping items (strainers, expansion joints, check valves, etc.) specifying performance and material requirements.",,
